"","ID","TrackID","LastfmID","Artist","Title","UserID","Valence","Arousal","Tension","Atmospheric","Happy","Dark","Sad","Angry","Sensual","Sentimental"
"53",530002,2,684,"Lalo Schifrin","Music To Interrogate By",53,8,1,1,1,2,6,9,8,4,7
"54",440002,2,684,"Lalo Schifrin","Music To Interrogate By",44,7,4,4,2,3,3,6,7,6,6
"55",60002,2,684,"Lalo Schifrin","Music To Interrogate By",6,6,1,2,1,4,3,7,8,4,7
"56",550002,2,684,"Lalo Schifrin","Music To Interrogate By",55,9,1,1,1,1,2,8,9,1,4
"57",450002,2,684,"Lalo Schifrin","Music To Interrogate By",45,5,1,1,1,2,2,7,6,5,3
"58",180002,2,684,"Lalo Schifrin","Music To Interrogate By",18,7,1,1,3,6,6,6,8,3,7
"59",530003,3,4319,"Daft Punk","Nightvision",53,7,2,1,1,9,8,3,6,1,8
"60",440003,3,4319,"Daft Punk","Nightvision",44,5,2,3,1,4,4,2,6,2,9
"61",70003,3,4319,"Daft Punk","Nightvision",7,5,1,2,1,3,4,2,6,2,8
"62",370003,3,4319,"Daft Punk","Nightvision",37,7,3,5,1,7,2,1,8,1,8
"63",160003,3,4319,"Daft Punk","Nightvision",16,6,6,7,1,7,3,3,6,4,7
"64",240003,3,4319,"Daft Punk","Nightvision",24,NA,2,NA,2,5,3,3,6,3,5
"65",290003,3,4319,"Daft Punk","Nightvision",29,5,4,3,1,4,3,3,7,2,6
"66",200003,3,4319,"Daft Punk","Nightvision",20,8,1,1,1,8,6,2,7,3,7
"67",250003,3,4319,"Daft Punk","Nightvision",25,1,1,1,1,6,1,2,5,3,5
"68",450003,3,4319,"Daft Punk","Nightvision",45,4,2,3,1,4,3,3,6,6,5
"69",180003,3,4319,"Daft Punk","Nightvision",18,6,4,3,1,7,6,1,7,1,6
"70",340003,3,4319,"Daft Punk","Nightvision",34,5,2,2,1,1,1,4,7,5,7
"71",220003,3,4319,"Daft Punk","Nightvision",22,3,6,8,2,8,7,1,7,6,8
"72",470003,3,4319,"Daft Punk","Nightvision",47,2,1,1,1,3,7,2,9,3,7
"73",360003,3,4319,"Daft Punk","Nightvision",36,6,1,3,1,4,2,3,7,3,6
"74",560003,3,4319,"Daft Punk","Nightvision",56,7,2,3,1,3,4,3,7,3,7
"75",460003,3,4319,"Daft Punk","Nightvision",46,6,1,3,1,3,4,1,6,2,6
"76",330003,3,4319,"Daft Punk","Nightvision",33,3,4,5,1,7,4,2,6,2,9
"77",230003,3,4319,"Daft Punk","Nightvision",23,1,1,1,1,6,7,1,6,1,9
"78",410003,3,4319,"Daft Punk","Nightvision",41,4,2,3,1,7,6,2,7,1,9
"79",260003,3,4319,"Daft Punk","Nightvision",26,6,1,1,1,6,7,1,7,1,9
"80",190003,3,4319,"Daft Punk","Nightvision",19,5,1,3,1,7,3,1,6,1,9
"81",130003,3,4319,"Daft Punk","Nightvision",13,1,1,1,1,7,1,1,6,1,8
"82",110003,3,4319,"Daft Punk","Nightvision",11,5,2,5,2,2,5,4,NA,4,6
"83",420003,3,4319,"Daft Punk","Nightvision",42,6,3,4,2,3,6,3,7,3,7
"84",30003,3,4319,"Daft Punk","Nightvision",3,6,3,4,2,3,3,3,6,3,7
"85",480003,3,4319,"Daft Punk","Nightvision",48,6,2,5,1,7,5,3,7,4,8
"86",550003,3,4319,"Daft Punk","Nightvision",55,3,1,1,1,6,2,2,6,3,4
"87",100003,3,4319,"Daft Punk","Nightvision",10,5,1,1,1,1,1,1,8,1,9
"88",170003,3,4319,"Daft Punk","Nightvision",17,8,3,5,3,6,5,1,9,3,7
"89",410004,4,5321,"Portishead","Sour Times",41,5,3,6,2,7,6,3,6,4,7
"90",70004,4,5321,"Portishead","Sour Times",7,2,5,6,2,6,5,6,4,3,7
"91",550004,4,5321,"Portishead","Sour Times",55,1,3,5,1,4,3,4,4,6,3
"92",330004,4,5321,"Portishead","Sour Times",33,1,7,6,1,8,5,2,4,6,8
"93",450004,4,5321,"Portishead","Sour Times",45,1,2,4,3,4,4,3,4,4,5
"94",80004,4,5321,"Portishead","Sour Times",8,2,5,5,2,3,3,3,4,4,1
"95",440004,4,5321,"Portishead","Sour Times",44,3,5,7,2,6,5,5,4,6,5
"96",60004,4,5321,"Portishead","Sour Times",6,2,5,6,5,5,4,4,3,4,7
"97",250004,4,5321,"Portishead","Sour Times",25,1,4,6,4,6,6,6,4,6,3
"98",220004,4,5321,"Portishead","Sour Times",22,3,3,7,6,8,7,4,4,8,7
"99",370004,4,5321,"Portishead","Sour Times",37,5,9,7,5,8,9,2,6,8,8
"100",30004,4,5321,"Portishead","Sour Times",3,2,6,8,6,6,7,2,3,6,6
"101",340004,4,5321,"Portishead","Sour Times",34,3,6,5,1,8,5,4,5,3,7
"102",110004,4,5321,"Portishead","Sour Times",11,4,6,6,2,8,6,4,4,6,8
"103",190004,4,5321,"Portishead","Sour Times",19,6,3,1,1,3,4,4,6,6,7
"104",290004,4,5321,"Portishead","Sour Times",29,3,6,7,1,7,7,3,4,3,6
"105",470004,4,5321,"Portishead","Sour Times",47,1,7,6,2,8,4,8,7,3,9
"106",230004,4,5321,"Portishead","Sour Times",23,1,6,6,1,6,7,7,4,6,7
"107",360004,4,5321,"Portishead","Sour Times",36,3,2,8,1,4,7,4,4,5,5
"108",170004,4,5321,"Portishead","Sour Times",17,2,4,6,5,6,7,4,4,8,9
"109",270004,4,5321,"Portishead","Sour Times",27,3,6,5,4,5,5,4,4,4,6
"110",320004,4,5321,"Portishead","Sour Times",32,1,4,6,4,4,8,5,4,6,7
"111",530004,4,5321,"Portishead","Sour Times",53,1,7,4,2,1,6,3,4,8,6
"112",180004,4,5321,"Portishead","Sour Times",18,3,6,7,4,7,8,3,3,7,8
"113",420004,4,5321,"Portishead","Sour Times",42,2,8,7,6,8,6,3,2,3,8
"114",260004,4,5321,"Portishead","Sour Times",26,3,7,6,4,6,7,4,4,6,6
"115",40004,4,5321,"Portishead","Sour Times",4,2,7,7,NA,NA,7,3,3,3,6
"116",460004,4,5321,"Portishead","Sour Times",46,4,5,7,2,6,5,4,5,6,5
"117",160004,4,5321,"Portishead","Sour Times",16,2,4,6,3,7,5,6,4,3,8
"118",100004,4,5321,"Portishead","Sour Times",10,1,9,4,1,9,1,1,2,4,9
"119",190005,5,5486,"The Rolling Stones","Shine A Light",19,4,3,4,1,4,3,2,6,7,9
"120",450005,5,5486,"The Rolling Stones","Shine A Light",45,6,1,1,1,4,2,4,7,3,6
"121",560005,5,5486,"The Rolling Stones","Shine A Light",56,5,2,1,1,2,1,4,7,6,2
"122",40005,5,5486,"The Rolling Stones","Shine A Light",4,7,1,1,1,6,5,3,7,6,5
"123",250005,5,5486,"The Rolling Stones","Shine A Light",25,NA,2,2,1,1,1,4,6,4,1
"124",330005,5,5486,"The Rolling Stones","Shine A Light",33,4,2,1,1,5,6,2,6,3,7
"125",550005,5,5486,"The Rolling Stones","Shine A Light",55,5,1,1,1,3,6,4,6,4,7
"126",470005,5,5486,"The Rolling Stones","Shine A Light",47,2,1,3,1,4,5,3,7,3,6
"127",70005,5,5486,"The Rolling Stones","Shine A Light",7,6,1,2,3,6,6,2,6,3,6
"128",530005,5,5486,"The Rolling Stones","Shine A Light",53,3,1,1,1,3,5,2,4,1,4
"129",230005,5,5486,"The Rolling Stones","Shine A Light",23,6,1,1,1,6,1,7,6,4,6
"130",410005,5,5486,"The Rolling Stones","Shine A Light",41,2,4,3,6,3,4,3,7,3,6
"131",440005,5,5486,"The Rolling Stones","Shine A Light",44,6,2,3,2,3,2,6,6,6,3
"132",90005,5,5486,"The Rolling Stones","Shine A Light",9,NA,1,1,1,7,6,4,5,3,7
"133",30005,5,5486,"The Rolling Stones","Shine A Light",3,6,3,3,6,2,4,4,6,6,6
"134",220005,5,5486,"The Rolling Stones","Shine A Light",22,4,6,7,7,4,6,4,7,7,6
"135",180005,5,5486,"The Rolling Stones","Shine A Light",18,3,6,6,6,2,4,3,4,7,7
"136",370005,5,5486,"The Rolling Stones","Shine A Light",37,4,5,4,5,3,7,2,4,2,6
"137",170005,5,5486,"The Rolling Stones","Shine A Light",17,3,1,1,7,4,1,6,6,8,5
"138",110005,5,5486,"The Rolling Stones","Shine A Light",11,5,2,5,2,3,3,4,6,4,5
"139",460005,5,5486,"The Rolling Stones","Shine A Light",46,5,4,5,5,3,5,6,5,5,4
"140",290005,5,5486,"The Rolling Stones","Shine A Light",29,6,2,2,1,6,7,3,6,3,7
"141",360005,5,5486,"The Rolling Stones","Shine A Light",36,7,2,1,1,3,4,3,8,3,7
"142",340005,5,5486,"The Rolling Stones","Shine A Light",34,6,1,1,1,1,2,5,7,4,5
"143",260005,5,5486,"The Rolling Stones","Shine A Light",26,6,1,1,1,1,3,3,6,4,6
"144",420005,5,5486,"The Rolling Stones","Shine A Light",42,6,3,6,3,6,6,7,7,4,7
"145",240005,5,5486,"The Rolling Stones","Shine A Light",24,2,NA,6,7,NA,NA,3,6,6,5
"146",100005,5,5486,"The Rolling Stones","Shine A Light",10,5,1,1,2,3,7,5,6,4,3
"147",160005,5,5486,"The Rolling Stones","Shine A Light",16,2,NA,4,2,5,3,3,5,4,4
"148",70006,6,5520,"Tindersticks","Travelling Light",7,6,6,6,1,4,6,3,2,3,8
"149",550006,6,5520,"Tindersticks","Travelling Light",55,2,1,3,1,2,4,3,6,4,3
"150",190006,6,5520,"Tindersticks","Travelling Light",19,6,1,3,1,3,4,4,6,3,5
"151",410006,6,5520,"Tindersticks","Travelling Light",41,4,3,6,2,6,7,2,8,2,7
"152",560006,6,5520,"Tindersticks","Travelling Light",56,4,1,4,1,4,4,3,7,3,5
"153",470006,6,5520,"Tindersticks","Travelling Light",47,2,3,3,1,4,7,4,6,3,5
"154",530006,6,5520,"Tindersticks","Travelling Light",53,6,1,3,1,2,8,3,6,2,8
"155",180006,6,5520,"Tindersticks","Travelling Light",18,3,6,7,3,8,8,1,7,2,8
"156",220006,6,5520,"Tindersticks","Travelling Light",22,3,5,7,4,7,7,3,3,7,7
"157",230006,6,5520,"Tindersticks","Travelling Light",23,5,1,9,1,9,4,1,9,1,9
"158",60006,6,5520,"Tindersticks","Travelling Light",6,5,2,4,1,7,8,3,7,3,8
"159",440006,6,5520,"Tindersticks","Travelling Light",44,3,7,7,3,7,7,3,4,4,7
"160",450006,6,5520,"Tindersticks","Travelling Light",45,3,2,4,1,3,4,3,6,4,6
"161",340006,6,5520,"Tindersticks","Travelling Light",34,3,1,5,1,6,5,4,5,4,6
"162",150006,6,5520,"Tindersticks","Travelling Light",15,4,6,8,1,6,8,3,6,4,2
"163",170006,6,5520,"Tindersticks","Travelling Light",17,3,3,7,4,4,6,7,7,3,7
"164",40006,6,5520,"Tindersticks","Travelling Light",4,6,4,6,1,5,6,3,7,3,5
"165",370006,6,5520,"Tindersticks","Travelling Light",37,6,3,4,1,3,6,3,7,2,8
"166",250006,6,5520,"Tindersticks","Travelling Light",25,2,3,5,1,5,7,3,5,6,6
"167",330006,6,5520,"Tindersticks","Travelling Light",33,1,3,6,1,8,7,4,6,6,8
"168",260006,6,5520,"Tindersticks","Travelling Light",26,3,4,6,1,3,4,2,6,3,7
"169",510006,6,5520,"Tindersticks","Travelling Light",51,7,2,5,1,2,5,4,6,3,7
"170",100006,6,5520,"Tindersticks","Travelling Light",10,2,1,6,1,3,1,1,4,3,8
"171",360006,6,5520,"Tindersticks","Travelling Light",36,3,2,4,2,3,4,4,NA,4,3
"172",30006,6,5520,"Tindersticks","Travelling Light",3,3,4,7,3,3,6,3,4,3,7
"173",420006,6,5520,"Tindersticks","Travelling Light",42,4,2,7,3,5,7,3,6,3,6
"174",110006,6,5520,"Tindersticks","Travelling Light",11,4,2,5,2,2,7,NA,NA,NA,6
"175",80006,6,5520,"Tindersticks","Travelling Light",8,5,1,1,1,4,4,3,6,4,6
"176",160006,6,5520,"Tindersticks","Travelling Light",16,3,7,8,4,7,6,3,5,7,7
"177",180007,7,6300,"FischerSpooner","Natural Disaster",18,3,3,6,4,4,4,7,7,7,6
"178",220007,7,6300,"FischerSpooner","Natural Disaster",22,7,3,3,5,3,3,7,6,7,7
"179",340007,7,6300,"FischerSpooner","Natural Disaster",34,3,6,3,4,3,1,4,5,5,7
"180",420007,7,6300,"FischerSpooner","Natural Disaster",42,6,5,5,5,5,6,8,6,6,5
"181",430007,7,6300,"FischerSpooner","Natural Disaster",43,NA,7,6,8,NA,2,6,3,7,NA
"182",470007,7,6300,"FischerSpooner","Natural Disaster",47,1,5,3,2,1,1,7,3,6,7
"183",330007,7,6300,"FischerSpooner","Natural Disaster",33,1,1,2,1,6,8,7,6,7,6
"184",460007,7,6300,"FischerSpooner","Natural Disaster",46,6,2,4,2,1,3,4,6,3,3
"185",170007,7,6300,"FischerSpooner","Natural Disaster",17,5,2,3,2,3,3,7,6,6,2
"186",260007,7,6300,"FischerSpooner","Natural Disaster",26,6,1,1,4,1,2,8,6,7,4
"187",370007,7,6300,"FischerSpooner","Natural Disaster",37,5,6,5,7,2,3,8,3,9,3
"188",30007,7,6300,"FischerSpooner","Natural Disaster",3,2,6,6,3,1,3,6,4,8,3
"189",110007,7,6300,"FischerSpooner","Natural Disaster",11,3,6,6,2,5,6,6,NA,6,6
"190",550007,7,6300,"FischerSpooner","Natural Disaster",55,1,3,1,3,3,2,6,3,7,2
"191",360007,7,6300,"FischerSpooner","Natural Disaster",36,2,6,6,1,1,3,6,4,7,5
"192",100007,7,6300,"FischerSpooner","Natural Disaster",10,1,7,3,1,1,1,7,3,7,2
"193",190007,7,6300,"FischerSpooner","Natural Disaster",19,6,3,2,1,3,1,6,6,5,3
"194",530007,7,6300,"FischerSpooner","Natural Disaster",53,2,8,7,2,1,1,7,3,9,1
"195",60007,7,6300,"FischerSpooner","Natural Disaster",6,4,4,2,4,1,1,6,4,6,5
"196",410007,7,6300,"FischerSpooner","Natural Disaster",41,5,4,3,6,2,3,7,6,7,4
"197",160007,7,6300,"FischerSpooner","Natural Disaster",16,5,6,5,4,3,2,7,6,6,3
"198",440007,7,6300,"FischerSpooner","Natural Disaster",44,4,5,6,4,6,4,7,4,7,5
"199",290007,7,6300,"FischerSpooner","Natural Disaster",29,3,6,6,2,3,2,4,5,4,2
"200",380007,7,6300,"FischerSpooner","Natural Disaster",38,1,6,1,6,1,1,6,2,9,1
"201",80007,7,6300,"FischerSpooner","Natural Disaster",8,3,2,3,4,1,2,5,4,6,1
"202",250007,7,6300,"FischerSpooner","Natural Disaster",25,5,1,1,1,2,1,3,5,4,3
"203",520007,7,6300,"FischerSpooner","Natural Disaster",52,2,1,3,1,1,2,6,4,7,4
"204",230007,7,6300,"FischerSpooner","Natural Disaster",23,1,9,5,8,1,2,8,3,7,6
"205",450007,7,6300,"FischerSpooner","Natural Disaster",45,3,2,2,1,2,3,4,6,5,5
"206",70007,7,6300,"FischerSpooner","Natural Disaster",7,3,5,2,2,2,4,6,1,7,6
"207",220008,8,6430,"Horace Silver","Que Pasa (Trio Version)",22,6,3,4,4,6,7,6,6,6,7
"208",40008,8,6430,"Horace Silver","Que Pasa (Trio Version)",4,5,1,NA,NA,2,5,4,7,3,3
"209",530008,8,6430,"Horace Silver","Que Pasa (Trio Version)",53,2,1,4,1,1,3,4,6,3,2
"210",60008,8,6430,"Horace Silver","Que Pasa (Trio Version)",6,6,2,3,2,6,5,7,6,2,6
"211",460008,8,6430,"Horace Silver","Que Pasa (Trio Version)",46,4,1,5,1,4,4,2,5,4,5
"212",340008,8,6430,"Horace Silver","Que Pasa (Trio Version)",34,5,3,3,1,3,1,5,5,3,6
"213",90008,8,6430,"Horace Silver","Que Pasa (Trio Version)",9,1,2,5,1,1,2,4,4,7,4
"214",560008,8,6430,"Horace Silver","Que Pasa (Trio Version)",56,3,7,4,2,5,2,5,3,7,7
"215",180008,8,6430,"Horace Silver","Que Pasa (Trio Version)",18,6,3,7,3,7,6,6,7,3,7
"216",420008,8,6430,"Horace Silver","Que Pasa (Trio Version)",42,5,2,5,3,6,6,7,7,5,6
"217",410008,8,6430,"Horace Silver","Que Pasa (Trio Version)",41,5,2,5,2,4,3,7,8,6,4
"218",100008,8,6430,"Horace Silver","Que Pasa (Trio Version)",10,1,3,5,1,6,3,6,3,7,6
"219",550008,8,6430,"Horace Silver","Que Pasa (Trio Version)",55,3,1,1,1,3,3,7,7,3,6
"220",260008,8,6430,"Horace Silver","Que Pasa (Trio Version)",26,6,1,1,1,2,4,8,8,3,6
"221",250008,8,6430,"Horace Silver","Que Pasa (Trio Version)",25,7,1,3,1,2,1,7,7,3,5
"222",360008,8,6430,"Horace Silver","Que Pasa (Trio Version)",36,4,1,3,1,2,3,5,6,3,7
"223",470008,8,6430,"Horace Silver","Que Pasa (Trio Version)",47,4,1,1,1,3,4,7,8,3,5
"224",170008,8,6430,"Horace Silver","Que Pasa (Trio Version)",17,6,3,5,2,8,1,5,7,4,3
"225",440008,8,6430,"Horace Silver","Que Pasa (Trio Version)",44,6,3,3,2,3,3,6,8,6,6
"226",30008,8,6430,"Horace Silver","Que Pasa (Trio Version)",3,3,2,6,4,2,4,3,4,6,6
"227",190008,8,6430,"Horace Silver","Que Pasa (Trio Version)",19,7,1,1,1,4,1,4,7,8,6
"228",70008,8,6430,"Horace Silver","Que Pasa (Trio Version)",7,6,2,7,1,4,5,4,7,4,8
"229",450008,8,6430,"Horace Silver","Que Pasa (Trio Version)",45,1,1,4,2,2,4,5,5,4,4
"230",110008,8,6430,"Horace Silver","Que Pasa (Trio Version)",11,5,2,5,2,6,2,7,6,6,8
"231",230008,8,6430,"Horace Silver","Que Pasa (Trio Version)",23,6,1,6,1,6,5,1,6,1,9
"232",160008,8,6430,"Horace Silver","Que Pasa (Trio Version)",16,4,2,5,1,5,1,6,5,6,7
"233",370008,8,6430,"Horace Silver","Que Pasa (Trio Version)",37,2,4,5,5,3,2,6,2,6,4
"234",130008,8,6430,"Horace Silver","Que Pasa (Trio Version)",13,2,NA,NA,NA,1,NA,7,6,2,4
"235",330008,8,6430,"Horace Silver","Que Pasa (Trio Version)",33,NA,NA,2,NA,3,5,6,6,8,6
"236",360009,9,6829,"Janet Jackson","Someone to Call My Lover",36,6,1,3,1,6,3,7,7,4,5
"237",340009,9,6829,"Janet Jackson","Someone to Call My Lover",34,6,1,2,1,5,4,7,7,4,6
"238",120009,9,6829,"Janet Jackson","Someone to Call My Lover",12,1,5,5,5,NA,NA,NA,1,NA,1
"239",110009,9,6829,"Janet Jackson","Someone to Call My Lover",11,5,2,2,2,2,5,8,6,4,2
"240",410009,9,6829,"Janet Jackson","Someone to Call My Lover",41,6,2,1,3,6,6,8,8,6,4
"241",190009,9,6829,"Janet Jackson","Someone to Call My Lover",19,7,2,3,2,3,6,9,7,3,4
"242",520009,9,6829,"Janet Jackson","Someone to Call My Lover",52,7,1,3,1,3,2,7,7,6,5
"243",170009,9,6829,"Janet Jackson","Someone to Call My Lover",17,6,3,3,2,7,3,6,7,5,6
"244",250009,9,6829,"Janet Jackson","Someone to Call My Lover",25,6,1,1,1,4,4,7,7,4,1
"245",420009,9,6829,"Janet Jackson","Someone to Call My Lover",42,8,3,5,5,6,6,8,7,6,7
"246",440009,9,6829,"Janet Jackson","Someone to Call My Lover",44,7,2,5,1,6,4,7,8,7,2
"247",30009,9,6829,"Janet Jackson","Someone to Call My Lover",3,7,2,3,2,7,6,8,7,3,7
"248",460009,9,6829,"Janet Jackson","Someone to Call My Lover",46,9,1,3,1,4,3,7,8,2,5
"249",80009,9,6829,"Janet Jackson","Someone to Call My Lover",8,6,1,2,1,3,3,6,6,3,6
"250",560009,9,6829,"Janet Jackson","Someone to Call My Lover",56,8,2,3,1,8,6,6,7,3,7
"251",160009,9,6829,"Janet Jackson","Someone to Call My Lover",16,8,1,4,1,5,5,8,8,7,6
"252",180009,9,6829,"Janet Jackson","Someone to Call My Lover",18,8,1,1,1,4,3,7,9,1,6
"253",470009,9,6829,"Janet Jackson","Someone to Call My Lover",47,5,1,1,1,7,3,7,7,3,4
"254",530009,9,6829,"Janet Jackson","Someone to Call My Lover",53,5,1,1,1,3,4,7,6,3,6
"255",370009,9,6829,"Janet Jackson","Someone to Call My Lover",37,8,1,1,1,3,1,7,8,4,2
"256",40009,9,6829,"Janet Jackson","Someone to Call My Lover",4,6,1,1,1,6,6,7,7,4,6
"257",330009,9,6829,"Janet Jackson","Someone to Call My Lover",33,7,1,1,1,4,2,6,8,4,5
"258",550009,9,6829,"Janet Jackson","Someone to Call My Lover",55,8,1,1,1,4,3,8,8,2,1
"259",100009,9,6829,"Janet Jackson","Someone to Call My Lover",10,8,1,1,1,3,1,6,8,4,4
"260",260009,9,6829,"Janet Jackson","Someone to Call My Lover",26,7,1,2,1,7,6,8,8,2,6
"261",230009,9,6829,"Janet Jackson","Someone to Call My Lover",23,4,5,5,1,1,5,8,4,6,8
"262",220009,9,6829,"Janet Jackson","Someone to Call My Lover",22,8,2,3,5,3,3,8,7,3,6
"263",450009,9,6829,"Janet Jackson","Someone to Call My Lover",45,6,1,2,1,3,4,7,6,7,4
"264",70009,9,6829,"Janet Jackson","Someone to Call My Lover",7,7,1,2,2,3,3,8,7,7,2
"265",260010,10,9554,"Chet Baker","I Fall In Love Too Easily",26,5,1,1,1,3,7,1,8,2,7
"266",170010,10,9554,"Chet Baker","I Fall In Love Too Easily",17,2,6,7,4,6,1,3,7,3,8
"267",370010,10,9554,"Chet Baker","I Fall In Love Too Easily",37,2,6,8,2,8,9,1,4,7,8
"268",340010,10,9554,"Chet Baker","I Fall In Love Too Easily",34,2,5,2,1,5,5,2,4,2,6
"269",570010,10,9554,"Chet Baker","I Fall In Love Too Easily",57,3,3,7,3,9,8,1,8,2,9
"270",180010,10,9554,"Chet Baker","I Fall In Love Too Easily",18,3,3,8,1,8,8,1,7,6,9
"271",360010,10,9554,"Chet Baker","I Fall In Love Too Easily",36,2,3,7,1,5,7,3,6,2,7
"272",470010,10,9554,"Chet Baker","I Fall In Love Too Easily",47,1,4,4,1,5,5,4,7,1,9
"273",220010,10,9554,"Chet Baker","I Fall In Love Too Easily",22,3,6,8,2,7,6,2,4,2,7
"274",420010,10,9554,"Chet Baker","I Fall In Love Too Easily",42,4,2,7,2,7,6,2,6,3,8
"275",30010,10,9554,"Chet Baker","I Fall In Love Too Easily",3,3,6,6,4,6,6,2,3,7,3
"276",460010,10,9554,"Chet Baker","I Fall In Love Too Easily",46,4,6,8,3,5,6,3,5,5,6
"277",110010,10,9554,"Chet Baker","I Fall In Love Too Easily",11,5,3,5,2,6,6,4,5,4,6
"278",160010,10,9554,"Chet Baker","I Fall In Love Too Easily",16,3,6,8,1,6,6,3,3,3,7
"279",230010,10,9554,"Chet Baker","I Fall In Love Too Easily",23,1,2,6,1,8,8,1,9,1,9
